@relation categoria
@attribute texto string
@attribute class string
@data
rt @karlii_jb: desde venzuela apoyando a #chile #hawai y todos los afectados =d,None
la noticias del espectador acerca de los temblores no me gustan. primero chil,None
imágenes de talcahuano en tvn se ven varios campamento,None
elevan a 214 las víctimas en el terremoto de chile en cadenaser.com: http://bit.ly/aqdvrl via @addthis,None
@reportwiteros en chiloé el terremoto también se sintió de forma muy fuerte pero sin desgracias personales ni daños mayore,None
la onemi dice que hay 147 muertos en chile...,None
http://terratv.terra.com/news/actualidad/6317-169828/equipo-terra-capta-el-terremoto-en-la-quinta.htm  video del terremoto en chile,None
animo a todos los chilenos ¡ en mexico estamos con ustedes por lo que estan sufriendo,None
rt @victorxoriginal: nostradamus rules ! rt @carlaangola: solidaridad con el pueblo chileno! dios mío (cont) http://tl.gd/c8kso,None
intento no pensar que pasaria si un terremoto asi nos tocara a nosotros... gracias a dios los chilenos estan mejor preparados,None
rt @globovision: los teléfonos de la embajada de chile en venezuela son: 9923378/ 9925364 /9931538,Comunicación
@mrehnfeldt gracias linda! peeero toy de los nervios y no lo puedo evitar,None
"rt @eluniversal: el terremoto de chile fue ""50 veces más intenso que el de haití"" http://bit.ly/akm0ds ",None
uuuh! el terremoto de chile fue 50 veces mas grande que el de haiti ! & yo riendome como estupida ._. wee jonaticas... http://bit.ly/9zefrs,None
chile es tambien un pais que nesesita ayuda de todos.,None
rt @jcrettaz: realmente impactantes las fotos del #terremotochile de @big_picture (vía @ignacio) http://bit.ly/daolkp #chile (@vanis),None
rt @macarenaam: compañias moviles deberian liberar las llamadas por el #terremotochile @entel_pcs @movistarchile @clarochile ayuden en algo!,None
tranquilidad ... siguen replicas pero son normales #terremotochile,None
rt @pepeaguilar: buenos días twitterlandia,None
funo el festival :o :/ ??,None
43 replicas entre los 2 y 6 grados de intensidad hasta el momento segun fuente onemi. (via @cruzrojainforma),None
blog post: el sismo de chile ha generado un tsunami en el pacífic,None
rt @osses: rt @macarenab: piden que se retuiteen los teléfonos de emergencia en chile 568 1290 / 568 1295 #terremotochile #chile,Comunicación
espero que todos esten bien en chile!,None
@soledadonetto me dice que esta todo en el suel,None
rt @twitpuerto: @barbaravallejos nos alegramos mucho que estas bien.// gracias :-),Personas
se sabe algo de la zona de san pedro en concepcion? no se nada de mis abuelos! porfavor! (#moteconhuesillo live at http://ustre.am/cug7),Comunicación
ollanta humala y dirigentes del partido nacionalista expresan su pesar por muertes y daños causados por terremoto en el pueblo de chile.,None
rt @arturin_85: está bien que ahora vayamos a querer ayudar a chil,None
bien luego del terremoto mas fuerte de los ultimos 20 años.... la cago..,None
@fran_zepeda si estoy conectada pero he tenido problemas para conectarme,None
esta dicho! la naturaleza es mas fuerte que el hombre!! siempre,None
adn radio dice que podría venir un sismo de mucho mayor intensidad. ¿para qué hacen cundir el pánico?,None
@banap90 desde el terremoto del 85 que no lo ves...,None
olor a pizza desde la ventan,None
no quiero que sea de noch,None
rt @pepepunk: llamado de protecccion civil para que la gente no vaya a las playas del pacifico mexicano #tsunami #terremoto #mexico,None
rt @bravedew: lo más importante cuando un hueso está quebrado es mantenerlo en una posición fija #chile #quake #terremotochile #argentina,None
rt @informadorveraz: el hospital regional de concepcion ha sido evacuado por temor a que se derrumbe #chile,None
red d carreteras concesionadas funcionó como los puentes: toda en el suelo.nuevo gobierno deberá supervisar q reconstrucción sea profesional,None
rt @elalexgoncalves: no dejo d pensar cuantas personas perderian la vida con un 8.8 en ccs! dios nos cuide...fuerza chile!,None
el twittero @betk se ofrece desde chile a apoyar con información y/o contactos #terremotochile,None
chato de tanto temblor ¬¬,None
@ravenclos es horribl,None
rt @yosoycheka: chile...estamos con ustedes !!! pongan todo en las manos de dios!,None
woo dicen que las replicas del terremoto podrian alcansal los 2 meses!!,None
"ministro del interior confirma 214 muertos. ""fue un cataclismo ",None
rt @diariodeunafan4: es mi trauma x los terremotos y tsunami o temblo en venezuela???,None
@cartonpiedra ánimo...donde paso eso???,None
rt @lukas699: porfavor busco a mi aabuelo se llama samuel jose albornoz alfaro de tome alguan informacion porfavor #terremotochile #24h,Personas
rt @anahuacsur: apoyemos a chile en este momento difícil. pidamos por la gente que ha sufrido y acerquense a la uas si quieren ayudar!,None
terremoto provocó fuga de màs de 200 reos de la prisión de chillá en chile,None
rt @citytvcomco: noticias - chilenos permanecen en las calles desde tempranas horas de la madrugada http://bit.ly/bbdd9s,Seguridad
pa pasar un poco el mal rato laaaaaaaaaaady (8) :),None
rt @cristianspinosa: rt  @raizacrln: piden que se retuiteen los teléfonos de emergencia en #chile 568 1290 / 568 1295 #terremotochile,Comunicación
rt @deadbrain: el aeropuerto quedo la caga!!!,Comunicación
metro está funcionando?,None
en comunicación con un amigo en chile. el miedo se respira en la call,None
rt @anibalgr: #24h #terremotochile quiero saber de cañete alguna informacion buen,None
@naaattz yo tambien perdon por responder tarde..yo tambien vivo lejos de la costa asi que no me llegaria un tsunami,None
@hey_caam ojala todo este bieeeeen :) no creo que haya muchas replicas fuertes... no te asustes,None
@kerosut el casino esta bie,None
quienes de aqui os gusta #dormirenpelotas?  (aunque solo sea en verano) yo levanto la mano :d,None
@milyta23 has sabido de alguien mas???,None
rt @cooperativa: conozca las medidas que debe tomar tras el terremoto http://bit.ly/ah6x5j #terremotochile,None
rt @fonseca: los telefonos de emergencia de chile 568 1290 / 568 1295,Comunicación
rt @fabriziocopano: otra replica en viña. que la corten.,None
buenas nocjhes me voy a casa,None
rt @marydjonas: esta cancion es tan real rt @xnicksupporter: dear go,None
me gustaria saber si alguno de ustedes ha tenido contacto con carlos star,None
rt @leofarfan: jwt en buenas condicione,None
rt @el_universal_mx: terremoto en #chile llega a 214 los muertos  http://bit.ly/dafbjs,None
rt @elcomercio: el número de muertos por el terremoto en chile se elevó a 214 http://is.gd/9lttv,None
que merda man d:,None
después del sismo en #chil,None
ayy jesucristo que paso con exactitud en chile y hawaii. ahh levantarme con esa noticia :(  dios los guarde,None
@fcomnavarra muchas gracias por todo el apoyo que han dado los amigos de la unav,None
estoy muy mal por chil,None
@hector_uc yo solo se que os mas afectados son del centro y sur de chile pero pues no se en que zona queden esos lugares,None
@snscafe en un negocio en lastarria aun hay pa,None
rt @nlznwho: rt @nitanconde: a través de http://evaphone.com/ pueden realizar 2 llamadas voip gratis a teléfonos en chile rt porfavor,None
@satchapretto importante: google crea una página para dar datos o buscar desaparecidos http://chilepersonfinder.appspot.com #chile,None
rt @julietasb: q fue una d las cosas q me despertaron hoy? un msj diciendo del terremoto en chile... no es nada bonito para empezar el d ...,None
xfavor alguien d chile q pueda llamar a estos nrs y avisar x aquí como estan: 98708665 alfred,Personas
ojala no siga empeorando el tema de chile! :/ yo en argentina ni me entere del terremoco aca! o_o,None
@luanzinhocomedy :ddd denada!,None
@caacase pronto abor *-*,None
@ruzzpalacios el templo tb????,None
rt @jkusunoki: qué brutal este video en la quinta vergara durante el #terremotochile http://tor.pe/9shdng,None
@anahi hey hadita como estas?? estamos preocupado,Personas
estas réplicas están causando el colapso de diversos edificios que quedaron en malas condiciones por el terremoto principa,None
rt @anamari_db: telf para saber de familiares que esten en chile 2191000 anexo 1573 o 1578 espaÑa esta con chile,Comunicación
encima salta tambien :(,None
el fútbol del apertura petrobras también se suspende.,None
@ricardojsr68 gracia,None
que terrible no kiero mas remesones,None
@pekeniobombon hawaii tiene alerta de tsunami para las 11:00 (hora local,None
una chilena en cnn dice q varios temblores leves precedieron al terremoto q comenzó fortísimo!,None
@indiferencia pana no caigamos en comparaciones ! es momento de informar veraz las nticia pa q los chilenos en vzla esten informados!,None
@tvn_mauricio en la carcel de chillan escaparon mas de 200 por lo que me informas de all,None
despertando  y con la noticia de un super terremoto en chile,None
@juanpablob hemano me llamaste como estay wn???? todos bien po aca.... cuidate wn en valpo,Personas
tvn el unico que informa de lo que pasa en concepcio,None
rt @miguelfebles rt @netoraton: google crea una página para buscar desaparecidos en el #terremotochile http://chilepersonfinder.appspot.com,None
chilectra informa que hay más de 1 millón de personas sin electricidad. dos tercios de santiago sin luz,Electricidad
rt @fanultra: lista de paises y lugares en alerta de tsunami http://bit.ly/ctlown #terremotoenchile,None
@soledadonetto ....q lastima q se terminara tan tragicamente el festival...lo hiciste super...felicitaciones....,None
@applelex si todos bien y tu?,None
foto de un supermercado en hawaii dos horas antes de que llegue el tsunami http://twitpic.com/15nquu,None
rt @eduardosapene: @karelman: desaparecieron 3km aprox de la isla robinson crusoe #terremotochile,Comunicación
rt @jeramm: desde mèxico busco a paola garcia nieto en santiago region providencia casa 560888910770 y cel 560999703809 #terremotochile,Personas
amigos de chile que diosito los protega,None
vamos a tener que saber salir a delante!!! gracias a todos los otros paises que se han preocupado con nosotros! muchas gracias de todou2665,None
@mal_elemento acaba de haber un temblor en icaaaaaaaaaaaaaaaaaaaaaa¡¡¡??????,None
¿bajarme el deo a mi? a mi solo me baja el deo dios y el esta ocupado con chile.,None
rt @cdperiodismo: rt @abc_es una lista para el terremoto en chile http://bit.ly/ccnr9c,None
rt @radiorochela: rt @danialvaradoa: no puedo comunicarme con mi hermano daniel eduardo en chile. si alguien desde chile puede llamar es ...,Personas
@mario_amost elevemos nuestras oraciones para que no ocurra mas desastres y tambien para nuestros hermanos chilenos,None
alaaa... hasta para eso estan mas preparados los chilenos. no necesitan ayuda internaciona,None
@soledadonetto donde estabas cuando fue el temblor?,None
cadena de oracion por chile! ..- unamosnos en un solo espiritu!,None
rt @juangadj: @juanes @shakira @ayudachile 12000 colombianos que residen en chile. la linea para colombia es 00562086434,Comunicación
rt @sdpnoticias:  tsunamis a costas mexicanas (hora del centro de méxico): minatitlán 10:53 a,None
la alerta de tsunami se extiende a todos los paises de las costas del pacifico,None
rt @thaelmanfelez: a las 2 pm taxistas de aragua hacen caravana en rechazo al cierre tecnico de victoria fm.concentracion a las afueras  ...,None
definitivamente llego el fin del mundo!!!! pobre chile,None
rt @chichocotu: imagenes #terremotochile en canal 716 directv autopistas completamente destruidas,None
si alguien de chile quiere comunicarse con alguna persona en costa rica estamos a las ordenes para dar mensajes #terremotoenchile,None
me dan muchos escalofrios con lo de chil,None
rt @vicenteandreu: impresionantes imagenes de chile en tv directo por streaming http://bit.ly/b1abj6,None
rt @nachx #terremotochile en latercera.cl hay un minuto a minuto con noticias sobre el terremoto,None
¿tsunami en guayaquil?: no basta sufrir a mares por el centralismo asfixiante y lasu2026 http://goo.gl/fb/wf9n,None
rt @jumastorga: a quienes quieran buscar personas desaparecida,Personas
no estoy en chil,None
@tvn necesito noticias de oleaje en san antonio,None
rt @carjavel: el noaa ha emitido una alerta de tsunami para un amplia área del pacífic,None
rt @jesaravia: tratando de comunicarnos con la familia en concepción.... si alguien tiene información por favor que nos cuente por esta via,Comunicación
a las 11 am hora hawai rt @joselynmora: a la espera de un tsunami :( rt @agus1123: que paso en #hawaii,None
rt @alexaclois dios oraciones a todos los chilenos,None
rt @natidama: rt @thesongwriter: la gente que esta en las costas en el pacific,None
rt @informadorveraz: #tsunami suenan las sirenas en #hawaii,None
rt @revistatrecho: rt @cnnmex: nueve puertos mexicanos son amenazados por olas http://bit.ly/9teh8l #terremotochile,None
rt @tvn24h: estados unidos asegura que #terremotochile generó tsunami en el pacífico. llegaría a hawaii a las 17.00 horas chile. #24h,None
comunicado 27/02: festival viña del mar suspedido por terremoto http://bit.ly/aiadix,None
rt @jupiter_mag: caída de muro en cárcel de chillán permite huida de 209 reos http://bit.ly/dvdnzw #terremotochile,Seguridad
¿y qué saben de vivir un terremoto en el piso 2,None
rt @yomeroquai: fyi el servicio de radio d nextel está funcionando para comunicarse a chil,None
@csierralta bien... me asuste a noche   y estoy preocupada porque tengo muchos amigos en conce que no se nada de ellos #replica,None
que se reporten las personas porfavor. como están?,Personas
que mas puedo decir si hay mucho por andar,None
rt @amartino: es oficial: el tsunami se espera en hawaii a las 11:19 hora local  http://bit.ly/9zzms3,None
#terremotochile #terremoto intendente confirma tsunami en archipiélago juan fernández tras terremoto de esta madrugada,Comunicación
@chicomasterock  en donde en chile? no no tengo,None
rt @albertoravell: la mansion que tiene viejito perverso en santiago no sufrio daño alguno en el terremoto.,None
